"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSSSCG00000043640",0,NA,NA,NA,NA,NA
"ENSSSCG00000004253",664.436596772215,0.327674914387258,0.0802970571952334,4.08078360319673,4.48841276091119e-05,0.000457195737156522
"ENSSSCG00000044537",0,NA,NA,NA,NA,NA
"ENSSSCG00000056780",0.0188324637499425,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000051979",0,NA,NA,NA,NA,NA
"ENSSSCG00000041232",0.0172984307343323,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000051842",0.0182185357281928,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000054867",0.0860634900838645,0.285128268616598,1.95209829172497,0.146062454859609,0.883872085170556,NA
"ENSSSCG00000056863",2.29992913543918,-0.458864972778951,0.383941877103301,-1.19514176531333,0.232031646466899,0.398931516637425
"ENSSSCG00000060009",21.4735263399846,0.260448723364697,0.13462442338723,1.93463204381236,0.0530354649091531,0.136836831037032
"ENSSSCG00000054241",0,NA,NA,NA,NA,NA
"ENSSSCG00000053090",0,NA,NA,NA,NA,NA
"ENSSSCG00000054181",0.835425419218291,0.597640892103729,0.526840564391325,1.13438662946199,0.256632405085214,0.427606086597616
"ENSSSCG00000062298",0.549222834044493,0.648645135941757,0.645413061489934,1.00500776114503,0.314893112715002,0.492180295396754
"ENSSSCG00000049009",0.0554083976032155,0.285121676305845,2.83997862816114,0.100395711953107,0.920030173934152,NA
"ENSSSCG00000044799",0.0486763014854219,0.0713906716156728,2.91888098879352,0.0244582331002064,0.980487098897263,NA
"ENSSSCG00000063502",0.0370242006675099,-0.0354748454934308,2.93830572437454,-0.0120732315902839,0.990367188933463,NA
"ENSSSCG00000058465",0,NA,NA,NA,NA,NA
"ENSSSCG00000057281",0,NA,NA,NA,NA,NA
"ENSSSCG00000053750",0,NA,NA,NA,NA,NA
"ENSSSCG00000062448",0,NA,NA,NA,NA,NA
"ENSSSCG00000051943",0,NA,NA,NA,NA,NA
"ENSSSCG00000059191",0,NA,NA,NA,NA,NA
"ENSSSCG00000004364",152.126998482126,0.169076679494182,0.0824745860964782,2.05004580800681,0.0403599608910516,0.11142822466942
"ENSSSCG00000055927",0,NA,NA,NA,NA,NA
"ENSSSCG00000041713",0,NA,NA,NA,NA,NA
"ENSSSCG00000061344",0,NA,NA,NA,NA,NA
"ENSSSCG00000005043",172.351228735421,0.0304168839375531,0.0928771072213035,0.327496030481194,0.743292744802499,0.847577027527555
"ENSSSCG00000057315",0,NA,NA,NA,NA,NA
"ENSSSCG00000053831",0.0505572725259936,-0.142339760836779,2.93830572437454,-0.0484428014607221,0.961363348693678,NA
"ENSSSCG00000052615",0.0394678526661555,-0.249205137506717,2.93830572437454,-0.0848125283354453,0.932410433258509,NA
"ENSSSCG00000043786",0,NA,NA,NA,NA,NA
"ENSSSCG00000004254",172.514997863712,0.0530162852935904,0.0610663666399494,0.868174876133983,0.385298605808865,0.5619924832002
"ENSSSCG00000059238",0,NA,NA,NA,NA,NA
"ENSSSCG00000043441",0,NA,NA,NA,NA,NA
"ENSSSCG00000055465",0,NA,NA,NA,NA,NA
"ENSSSCG00000052069",0,NA,NA,NA,NA,NA
"ENSSSCG00000061420",0.10380924456456,-0.142335711594411,2.16958284786476,-0.065605105485828,0.947692224283087,NA
"ENSSSCG00000063145",0.021591372525557,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000057344",0.106361805562381,-0.569799883536762,2.93830572437454,-0.19392123794676,0.846237553877884,NA
"ENSSSCG00000063291",0,NA,NA,NA,NA,NA
"ENSSSCG00000054831",0,NA,NA,NA,NA,NA
"ENSSSCG00000055999",0.0379841306191947,0.178255446519855,2.93830572437454,0.0606660651548775,0.951625157964642,NA
"ENSSSCG00000061404",0,NA,NA,NA,NA,NA
"ENSSSCG00000053722",0,NA,NA,NA,NA,NA
"ENSSSCG00000060841",0,NA,NA,NA,NA,NA
"ENSSSCG00000061657",0,NA,NA,NA,NA,NA
"ENSSSCG00000055736",0.0344811553185789,-0.0354748454934307,2.93830572437454,-0.0120732315902839,0.990367188933463,NA
"ENSSSCG00000053577",0.0188324637499425,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000055350",0,NA,NA,NA,NA,NA
"ENSSSCG00000057019",0,NA,NA,NA,NA,NA
"ENSSSCG00000046602",0,NA,NA,NA,NA,NA
"ENSSSCG00000026978",121.981258256603,-1.27615376527021,0.300177099147945,-4.25133619084396,2.12498905805907e-05,0.000241568176906783
"ENSSSCG00000053295",0,NA,NA,NA,NA,NA
"ENSSSCG00000005045",136.863814556574,-0.274529630566923,0.115281317040115,-2.38138874204042,0.0172474999408497,0.0580786713735695
"ENSSSCG00000057291",0,NA,NA,NA,NA,NA
"ENSSSCG00000062661",0,NA,NA,NA,NA,NA
"ENSSSCG00000058160",0,NA,NA,NA,NA,NA
"ENSSSCG00000062380",0,NA,NA,NA,NA,NA
"ENSSSCG00000005047",95.6754754623964,0.826380432290745,0.241702531672397,3.41899783412619,0.000628522267387117,0.00402765277555144
"ENSSSCG00000019939",0.386168430414965,0.510769648274798,0.770450526292159,0.662949314517193,0.507363016411891,0.669450318056264
"ENSSSCG00000018266",0,NA,NA,NA,NA,NA
"ENSSSCG00000037612",0.0711907237323365,-0.0354729743320058,2.70573860052594,-0.0131102739655304,0.989539814464065,NA
"ENSSSCG00000052732",0,NA,NA,NA,NA,NA
"ENSSSCG00000004366",1301.01154815896,-0.0279844223471125,0.11318090086157,-0.247253928304915,0.80471171182983,0.888250070168326
"ENSSSCG00000027256",571.90451794857,-0.123002484497913,0.0742415945532604,-1.6567866738055,0.097562612188804,0.214748031056387
"ENSSSCG00000045461",9.31428652772068,0.352538110245933,0.328012419869283,1.07477061504691,0.282477439517845,0.45674144751698
"ENSSSCG00000004255",2332.00584761005,-0.340454261633835,0.171398742405143,-1.98632881931589,0.0469968246319411,0.124844669892095
"ENSSSCG00000004367",1065.74598410898,-0.138093109395445,0.0933094925560393,-1.47994706232606,0.138887374729327,0.277872797701593
"ENSSSCG00000039333",10.9384068180247,0.378450498404313,0.269055761542912,1.40658760189364,0.159549711570799,0.306646090239615
"ENSSSCG00000004368",1077.02046858971,-0.0289163438932356,0.0799991313823755,-0.361458223277736,0.717756929835263,0.831738290496378
"ENSSSCG00000026294",220.469500489998,0.177494195711407,0.100213339850622,1.77116335984789,0.0765335402672158,0.179567769346685
"ENSSSCG00000053030",21.3267057257334,0.593271998039207,0.275159783240574,2.15609996145587,0.0310758605225862,0.0915402665982421
"ENSSSCG00000035648",93.5527905923151,0.591905912758474,0.132557587611019,4.46527372311105,7.99664484318179e-06,0.000105596855617188
"ENSSSCG00000038522",35.9988131900002,-0.49695214496469,0.130494241182263,-3.80823046643559,0.000139964796001752,0.00117729212233575
"ENSSSCG00000035259",777.633045079633,0.679225733627008,0.10601482408701,6.40689393654555,1.48514056199946e-10,9.03678690293837e-09
"ENSSSCG00000021451",183.330706729087,-0.0252425852420226,0.0667858750142383,-0.37796293357901,0.705458129724476,0.822823478661338
"ENSSSCG00000038507",1380.6013960242,0.365594375183392,0.179935446199727,2.03180853414276,0.042173042906691,0.115163299133685
"ENSSSCG00000042849",0.207295187596152,-0.356064659533982,1.15649595292674,-0.307882322141197,0.758171877728781,NA
"ENSSSCG00000004269",0,NA,NA,NA,NA,NA
"ENSSSCG00000004339",589.002817300943,0.379539142385634,0.113638213859814,3.33989007301576,0.000838115576653644,0.0050997676987931
"ENSSSCG00000005004",40.4531937400467,0.266380593086897,0.0957536444125662,2.78193686225836,0.00540355512646966,0.0231338259360128
"ENSSSCG00000004347",1103.54333308735,0.134564874639266,0.169448540126035,0.794134163322843,0.42711733094185,0.599948207137587
"ENSSSCG00000004357",200.265669228149,1.01148161333609,0.741343731769705,1.36438951324445,0.17244500663189,0.323843957576343
"ENSSSCG00000005006",545.146228742776,0.359995653532726,0.0861473282115041,4.17883712712349,2.93003419537658e-05,0.000316548054815131
"ENSSSCG00000004275",355.612254210852,0.403132074242982,0.114546699404186,3.51936874951327,0.000432575011790061,0.00296496044038258
"ENSSSCG00000035611",82.0024745736897,-0.185774819603955,0.075964733957859,-2.44554031752434,0.0144635276371633,0.0506641049463468
"ENSSSCG00000058931",148.63114796331,-0.016803510864097,0.0493073073682573,-0.340791492396817,0.733260555582639,0.841549221017534
"ENSSSCG00000005008",7.38074442108577,0.0807730878850141,0.226510475910989,0.356597581459125,0.721393088320387,0.834001399577606
"ENSSSCG00000004358",511.467319184132,0.385044863195472,0.105122568355566,3.66281826270738,0.000249455525442804,0.00189988969683433
"ENSSSCG00000004270",0.688153614299465,1.57084747463354,0.563755646755302,2.78639776590187,0.00532974270247957,0.0228765264067192
"ENSSSCG00000032489",114.992714924735,0.115882264134236,0.0783730893184542,1.47859763015556,0.139247886486185,0.278418527383012
"ENSSSCG00000004990",8.44141221406387,1.19907772985439,0.217017778180514,5.52525115641449,3.29014603744013e-08,9.93445452843349e-07
"ENSSSCG00000061940",0.0401126720860967,-0.0354748454934307,2.93830572437454,-0.0120732315902839,0.990367188933463,NA
"ENSSSCG00000004340",212.645644873848,0.120746195692471,0.108405116812343,1.11384221744339,0.265346881927866,0.437509142469463
"ENSSSCG00000055064",0.0522418061408805,-0.356069797548576,2.87557584471014,-0.123825562870684,0.901453391330304,NA
"ENSSSCG00000058693",0.533396758871218,-0.22637669062525,0.632460623929935,-0.357930094080179,0.720395628881037,0.833281336717483
"ENSSSCG00000005009",923.755118334857,0.225824543315579,0.0501945648117895,4.49898398685863,6.82789998799239e-06,9.22942132745575e-05
"ENSSSCG00000043582",0.0182185357281928,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000062347",0,NA,NA,NA,NA,NA
"ENSSSCG00000063225",0,NA,NA,NA,NA,NA
"ENSSSCG00000059734",0,NA,NA,NA,NA,NA
"ENSSSCG00000035240",21.7224511159148,-0.244419146167165,0.139712626028407,-1.74944207345633,0.080214633549528,0.186087993408885
"ENSSSCG00000061474",0,NA,NA,NA,NA,NA
"ENSSSCG00000005011",279.528999863105,0.526572157937047,0.148701456152444,3.54113652657996,0.000398407367047551,0.00277802754473178
"ENSSSCG00000032312",1026.90490715756,-0.12917788088584,0.0462234681079392,-2.7946384417584,0.00519577887112216,0.0223782911404893
"ENSSSCG00000052772",0,NA,NA,NA,NA,NA
"ENSSSCG00000062778",0,NA,NA,NA,NA,NA
"ENSSSCG00000004342",160.61185380449,0.261873443480723,0.0860666701052926,3.04268125117832,0.00234480559920147,0.011764577265768
"ENSSSCG00000062667",0,NA,NA,NA,NA,NA
"ENSSSCG00000057815",0,NA,NA,NA,NA,NA
"ENSSSCG00000056101",0.255129026720849,-0.46293057707991,0.992755584821871,-0.466308710983453,0.640994544415604,NA
"ENSSSCG00000045756",0.0358094344415086,-0.249205137506717,2.93830572437454,-0.0848125283354453,0.932410433258509,NA
"ENSSSCG00000005012",466.552373640628,-0.185097159523697,0.0714465848087648,-2.59070688989727,0.00957790305031425,0.0364732815606317
"ENSSSCG00000050274",0.0538324326158214,0.285121526133041,2.85753239550992,0.0997789304439932,0.920519835631356,NA
"ENSSSCG00000045405",3.95787880242649,0.687915980499171,0.259959106816121,2.64624689984706,0.00813903868992573,0.032023470034124
"ENSSSCG00000057772",0,NA,NA,NA,NA,NA
"ENSSSCG00000049406",0.0500071031703694,0.285120823189793,2.93830572437454,0.0970357920296007,0.922697970627128,NA
"ENSSSCG00000063275",21.8259474996221,-0.105634500222042,0.140193324885208,-0.753491653818304,0.451154524807553,0.621544518304355
"ENSSSCG00000060544",0.0343108440667055,0.178255446519855,2.93830572437454,0.0606660651548775,0.951625157964642,NA
"ENSSSCG00000058430",0,NA,NA,NA,NA,NA
"ENSSSCG00000041223",2.21794457698569,-0.238592675124434,0.349993801910912,-0.681705429701196,0.495425233441238,0.659611449072902
"ENSSSCG00000005029",1525.50846452337,0.495020548743064,0.0637822287955717,7.76110459121228,8.41928462919051e-15,1.46561442601535e-12
"ENSSSCG00000047501",0,NA,NA,NA,NA,NA
"ENSSSCG00000059402",0,NA,NA,NA,NA,NA
"ENSSSCG00000056624",0,NA,NA,NA,NA,NA
"ENSSSCG00000061626",0.0957995085175321,0.178261162246923,2.21624015464359,0.0804340458652104,0.935892049929699,NA
"ENSSSCG00000062515",0.210701235309617,-0.35606479259441,1.26929549901259,-0.280521590812698,0.77907736309134,NA
"ENSSSCG00000060707",7.63546089298409,0.54319112125216,0.254596894897933,2.13353395951637,0.0328809489311465,0.0953976400945828
"ENSSSCG00000063200",0.108095125501453,0.178263909170583,1.66693280673674,0.106941268688305,0.914835573220604,NA
"ENSSSCG00000042509",0.0742485227624918,-0.462934192200103,2.682512242219,-0.1725748665427,0.862985609045638,NA
"ENSSSCG00000045454",0.0186066667678234,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000060554",0.538671344511015,0.894121364383906,0.609521849862235,1.46692257970079,0.142397117336457,0.282746269783628
"ENSSSCG00000048135",0,NA,NA,NA,NA,NA
"ENSSSCG00000042619",0.0419543818545593,-0.249205137506717,2.93830572437454,-0.0848125283354453,0.932410433258509,NA
"ENSSSCG00000051730",0,NA,NA,NA,NA,NA
"ENSSSCG00000047707",0,NA,NA,NA,NA,NA
"ENSSSCG00000044402",0,NA,NA,NA,NA,NA
"ENSSSCG00000005030",488.386339347087,-0.246520221967752,0.15200475439127,-1.62179283769765,0.104847712527993,0.22622479109779
"ENSSSCG00000053196",0.936795397521338,-0.0346855991150746,0.586298287354745,-0.0591603282205868,0.95282440776311,0.976535091610361
"ENSSSCG00000053772",0.141532117886974,-0.249199178160724,1.44830637910966,-0.172062473627933,0.863388414425572,NA
"ENSSSCG00000061127",0.0143250209903403,-0.142340222163369,2.93830572437454,-0.0484429584650071,0.961363223569284,NA
"ENSSSCG00000062408",0,NA,NA,NA,NA,NA
"ENSSSCG00000062363",0,NA,NA,NA,NA,NA
"ENSSSCG00000056194",0,NA,NA,NA,NA,NA
"ENSSSCG00000057168",0.0172984307343323,0.0713900698499175,2.93830572437454,0.0242963382801543,0.980616233899444,NA
"ENSSSCG00000059792",0,NA,NA,NA,NA,NA
"ENSSSCG00000061780",0,NA,NA,NA,NA,NA
"ENSSSCG00000049526",0,NA,NA,NA,NA,NA
"ENSSSCG00000053851",0,NA,NA,NA,NA,NA
"ENSSSCG00000004939",18.7968315848349,0.386431466092472,0.234735957502485,1.64623890691473,0.0997145819169723,0.218186273406478
"ENSSSCG00000043225",0,NA,NA,NA,NA,NA
"ENSSSCG00000059926",0.76889614007947,-0.120792374756346,0.597731071701442,-0.202084817863844,0.839850416598205,0.908710706403603
"ENSSSCG00000055766",0,NA,NA,NA,NA,NA
"ENSSSCG00000051931",0,NA,NA,NA,NA,NA
"ENSSSCG00000058291",0,NA,NA,NA,NA,NA
"ENSSSCG00000054194",0,NA,NA,NA,NA,NA
"ENSSSCG00000057553",0,NA,NA,NA,NA,NA
"ENSSSCG00000059866",0.0161680045133158,-0.142340222163369,2.93830572437454,-0.0484429584650072,0.961363223569284,NA
"ENSSSCG00000046110",0,NA,NA,NA,NA,NA
"ENSSSCG00000062113",0.059057085262793,0.0713914940890808,2.80241921062274,0.0254749517197381,0.979676127634025,NA
"ENSSSCG00000062499",0,NA,NA,NA,NA,NA
"ENSSSCG00000059823",1.32297552699718,-0.227250303277502,0.459895866957264,-0.494134258655164,0.621211364669243,0.761918288770591
"ENSSSCG00000057054",62.3509602710748,0.106251981945185,0.161622602341465,0.657407939272646,0.510918648055042,0.672280821310234
"ENSSSCG00000063379",0,NA,NA,NA,NA,NA
"ENSSSCG00000021862",65.9553289407177,0.218311749360125,0.124764697259901,1.74978783385619,0.0801549307767925,0.186043079329926
"ENSSSCG00000060802",0,NA,NA,NA,NA,NA
"ENSSSCG00000046711",0,NA,NA,NA,NA,NA
"ENSSSCG00000058751",0,NA,NA,NA,NA,NA
"ENSSSCG00000005027",239.774818428358,-0.233019496312742,0.151583132230595,-1.53723895847634,0.124234803314356,0.256133524979411
"ENSSSCG00000018969",0,NA,NA,NA,NA,NA
"ENSSSCG00000020518",0,NA,NA,NA,NA,NA
"ENSSSCG00000019812",0,NA,NA,NA,NA,NA
"ENSSSCG00000048270",0,NA,NA,NA,NA,NA
"ENSSSCG00000057794",0,NA,NA,NA,NA,NA
"ENSSSCG00000062081",0,NA,NA,NA,NA,NA
"ENSSSCG00000055234",0,NA,NA,NA,NA,NA
"ENSSSCG00000047735",0.0760856964106755,-0.249201922562418,2.28495282592194,-0.109062173947451,0.913153176690757,NA
"ENSSSCG00000028092",138.579047353163,-0.141467572020456,0.155473142275548,-0.909916464991303,0.362866565823805,0.539934132433267
"ENSSSCG00000054924",0,NA,NA,NA,NA,NA
"ENSSSCG00000063060",0,NA,NA,NA,NA,NA
"ENSSSCG00000020480",0,NA,NA,NA,NA,NA
"ENSSSCG00000043187",0,NA,NA,NA,NA,NA
"ENSSSCG00000019126",0.014744613514788,-0.142340222163369,2.93830572437454,-0.0484429584650071,0.961363223569284,NA
"ENSSSCG00000004941",253.846383893623,-0.264857605587429,0.0914520556078466,-2.89613616475893,0.00377788437307288,0.0173382547603269
"ENSSSCG00000004942",52.2967524506591,0.412877258802251,0.106060848939286,3.89283381126434,9.90800286536412e-05,0.000885088395188417
"ENSSSCG00000046948",0.014744613514788,-0.142340222163369,2.93830572437454,-0.0484429584650071,0.961363223569284,NA
"ENSSSCG00000004943",1124.36651391978,-0.00881552392789522,0.0671592852382596,-0.13126292063146,0.895567322996025,0.942506689047284
"ENSSSCG00000036735",89.3833171099056,0.0342685867152527,0.10080175718805,0.339960211718562,0.733886491663744,0.84187366475996
"ENSSSCG00000005015",854.559172775533,0.0964117208353564,0.0994357225145326,0.969588377268197,0.332251708621661,0.510816907679673
"ENSSSCG00000050792",0.096680164052384,0.0713968607949551,1.9142656958958,0.0372972576105973,0.97024799208285,NA
"ENSSSCG00000005016",819.85294634597,-0.325058727717234,0.100327405344028,-3.2399794114339,0.00119538330480651,0.00677914401669166
"ENSSSCG00000031354",224.479965732975,0.174727304420846,0.0815876376468674,2.14159043527049,0.032226454082523,0.0939891294111345
"ENSSSCG00000038941",90.2160789897745,0.0361092057305396,0.079236950055721,0.455711706535233,0.648597302736739,0.782090676032211
"ENSSSCG00000004945",14538.1627290133,0.285099725188321,0.0655787948823379,4.34743769994325,1.37737176484747e-05,0.000167112759760495
"ENSSSCG00000005787",253.417135686184,0.0490176664840564,0.0565061538143097,0.867474835486735,0.385681893957643,0.562228043970674
"ENSSSCG00000034516",68.9269977329321,0.227596468776521,0.0959897421301013,2.37104990310365,0.0177376360175991,0.0594292444244881
"ENSSSCG00000027654",0.0338738701052732,0.178255446519855,2.93830572437454,0.0606660651548774,0.951625157964642,NA
"ENSSSCG00000036634",336.008585904038,0.146635020985894,0.0808458066363625,1.81376161716644,0.0697144341349902,0.167339719058557
"ENSSSCG00000005785",189.192086856736,-0.511599488674536,0.131793762704878,-3.88181867013043,0.000103678175705861,0.000918784152038794
"ENSSSCG00000004946",87.5445027453054,-0.286337432207975,0.075123876311396,-3.81153697422478,0.000138105392597826,0.00116458797574384
"ENSSSCG00000048049",0.0945498230944077,0.498860053005754,1.92142002509029,0.259630922178149,0.795148481605772,NA
"ENSSSCG00000005020",14.681546628604,0.114034467013688,0.148164127154833,0.769649639244466,0.441507751042463,0.612766477268377
"ENSSSCG00000005786",240.378950586348,0.148217020758935,0.055542788248249,2.66851963024393,0.00761863263441223,0.0303937447192363
"ENSSSCG00000051767",0.194807926346521,0.285131194820596,1.41871648290275,0.200978277377314,0.840715559644425,NA
"ENSSSCG00000004947",2.52094882716503,-0.292123640342843,0.315919676231718,-0.924676942656077,0.355133976577754,0.533249590196855
